,Customer ID,Name,Surname,Gender,Age,Region,Job Classification,Date Joined,Balance,Interest
71,200000072,Angela,Roberts,Female,51,Scotland,Other,12.Feb.15,35937.38,3593.738
72,300000073,Hannah,White,Female,36,Wales,White Collar,12.Feb.15,41442.1,4144.21
73,300000074,Oliver,Simpson,Male,45,Wales,Other,12.Feb.15,36696.92,3669.692
74,400000075,Olivia,Dowd,Female,30,Northern Ireland,White Collar,12.Feb.15,21.03,2.103
75,200000076,Michael,Hemmings,Male,44,Scotland,Blue Collar,24.Feb.15,58237.65,5823.765
76,100000077,Frank,Brown,Male,38,England,White Collar,09.Mar.15,28509.46,2850.946
77,100000078,Diane,Simpson,Female,36,England,Other,10.Mar.15,38715.45,3871.545
78,300000079,Ruth,Mathis,Female,23,Wales,Blue Collar,15.Mar.15,7370.52,737.0520000000001
79,100000080,David,Peters,Male,34,England,White Collar,16.Mar.15,245.46,24.546000000000003
80,100000081,Joan,Buckland,Female,36,England,White Collar,16.Mar.15,59935.75,5993.575000000001
81,100000082,Neil,Robertson,Male,20,England,White Collar,16.Mar.15,11624.36,1162.4360000000001
82,100000083,Paul,Mackay,Male,31,England,Blue Collar,16.Mar.15,9346.66,934.666
83,100000084,Dylan,Fraser,Male,42,England,White Collar,16.Mar.15,43770.37,4377.037
84,100000085,Pippa,Buckland,Female,38,England,White Collar,16.Mar.15,63642.19,6364.219000000001
85,100000086,Matt,McGrath,Male,39,England,White Collar,16.Mar.15,22831.08,2283.108
86,100000087,Jack,White,Male,41,England,Other,16.Mar.15,4846.57,484.657
87,100000088,Jasmine,Piper,Female,24,England,White Collar,16.Mar.15,71571.52,7157.152000000001
88,100000089,Michelle,Ellison,Female,24,England,White Collar,16.Mar.15,42409.89,4240.9890000000005
89,100000090,Wanda,Henderson,Female,35,England,White Collar,16.Mar.15,4194.57,419.457
90,100000091,Blake,Reid,Male,35,England,White Collar,16.Mar.15,75613.68,7561.3679999999995
91,100000092,Jane,Forsyth,Female,26,England,White Collar,16.Mar.15,28587.08,2858.7080000000005
92,100000093,Dan,Peake,Male,23,England,White Collar,16.Mar.15,14699.05,1469.905
93,100000094,Lisa,Davies,Female,38,England,Other,16.Mar.15,44034.26,4403.426
94,100000095,Rebecca,Knox,Female,30,England,White Collar,16.Mar.15,55046.35,5504.635
95,100000096,Joshua,Slater,Male,28,England,White Collar,16.Mar.15,67479.01,6747.901
96,100000097,Heather,Wallace,Female,38,England,Blue Collar,16.Mar.15,61890.85,6189.085
97,100000098,Maria,Johnston,Female,36,England,White Collar,16.Mar.15,1430.6,143.06
98,200000099,Robert,May,Male,40,Scotland,Blue Collar,16.Mar.15,5456.86,545.686
99,200000100,Carolyn,Robertson,Female,56,Scotland,Other,16.Mar.15,13251.27,1325.1270000000002
100,200000101,Stewart,Lewis,Male,51,Scotland,Blue Collar,16.Mar.15,119014.87,11901.487000000001
101,200000102,Emma,Piper,Female,44,Scotland,White Collar,16.Mar.15,18829.79,1882.9790000000003
102,200000103,Nicola,Powell,Female,55,Scotland,White Collar,16.Mar.15,35939.04,3593.9040000000005
103,200000104,Diana,McDonald,Female,57,Scotland,Other,16.Mar.15,22686.0,2268.6
104,200000105,Stephen,Ross,Male,48,Scotland,White Collar,16.Mar.15,85108.08,8510.808
105,200000106,Ella,Bond,Female,54,Scotland,Other,16.Mar.15,44973.03,4497.303
106,200000107,Ian,Wilson,Male,36,Scotland,Blue Collar,16.Mar.15,12616.44,1261.6440000000002
107,200000108,Piers,Quinn,Male,48,Scotland,Blue Collar,16.Mar.15,23910.87,2391.087
108,200000109,Joe,Forsyth,Male,63,Scotland,Other,16.Mar.15,73461.71,7346.171000000001
109,200000110,Tim,Jones,Male,63,Scotland,Blue Collar,16.Mar.15,26474.23,2647.4230000000002
110,300000111,Sonia,Robertson,Female,25,Wales,Other,16.Mar.15,70799.64,7079.964
111,300000112,Nathan,Paterson,Male,26,Wales,White Collar,16.Mar.15,20627.65,2062.7650000000003
112,400000113,Tim,Hardacre,Male,29,Northern Ireland,White Collar,16.Mar.15,82229.52,8222.952000000001
113,400000114,Fiona,Mills,Female,18,Northern Ireland,Other,16.Mar.15,51171.29,5117.129000000001
114,400000115,Ruth,Oliver,Female,43,Northern Ireland,Blue Collar,16.Mar.15,37889.38,3788.938
115,100000116,Alison,Johnston,Female,36,England,Other,19.Mar.15,21806.3,2180.63
116,100000117,Amy,McGrath,Female,40,England,Other,25.Mar.15,12415.5,1241.5500000000002
117,200000118,Adam,McGrath,Male,52,Scotland,Other,28.Mar.15,67682.92,6768.292
118,100000119,Vanessa,Lyman,Female,18,England,White Collar,31.Mar.15,33524.41,3352.4410000000007
119,100000120,Andrea,Dickens,Female,31,England,White Collar,31.Mar.15,136370.38,13637.038
120,100000121,Ian,Slater,Male,37,England,White Collar,31.Mar.15,39159.35,3915.935
121,100000122,Jacob,Payne,Male,25,England,Other,31.Mar.15,3738.1,373.81
122,100000123,Harry,Short,Male,50,England,White Collar,31.Mar.15,43234.21,4323.421
123,100000124,John,Black,Male,39,England,Other,01.Apr.15,111149.47,11114.947
124,100000125,Jonathan,MacDonald,Male,27,England,White Collar,01.Apr.15,12312.49,1231.249
125,100000126,Benjamin,Blake,Male,42,England,White Collar,01.Apr.15,55661.5,5566.150000000001
126,100000127,Emma,Fraser,Female,27,England,White Collar,01.Apr.15,10481.48,1048.148
127,100000128,Virginia,Berry,Female,41,England,White Collar,01.Apr.15,4347.79,434.779
128,100000129,Peter,Pullman,Male,47,England,White Collar,01.Apr.15,15093.04,1509.304
129,100000130,Alison,MacLeod,Female,27,England,White Collar,01.Apr.15,27738.77,2773.8770000000004
130,100000131,Anna,Wright,Female,41,England,White Collar,01.Apr.15,27557.08,2755.7080000000005
131,100000132,James,Marshall,Male,20,England,Blue Collar,01.Apr.15,9578.65,957.865
132,100000133,Ruth,Bower,Female,38,England,White Collar,02.Apr.15,40456.97,4045.697
133,100000134,Owen,Powell,Male,34,England,Blue Collar,02.Apr.15,44744.24,4474.424
134,100000135,Piers,King,Male,42,England,White Collar,02.Apr.15,56652.56,5665.256
135,100000136,Christopher,Mackenzie,Male,26,England,White Collar,02.Apr.15,12994.18,1299.4180000000001
136,100000137,Sarah,Wallace,Female,43,England,White Collar,02.Apr.15,42207.46,4220.746
137,100000138,Richard,Hemmings,Male,37,England,White Collar,02.Apr.15,10704.25,1070.425
138,100000139,Nicola,Rampling,Female,40,England,White Collar,02.Apr.15,57140.07,5714.0070000000005
139,200000140,Keith,Harris,Male,57,Scotland,Blue Collar,02.Apr.15,40510.36,4051.036
140,100000141,Angela,Wright,Female,45,England,White Collar,03.Apr.15,36584.21,3658.4210000000003
141,100000142,Sam,Russell,Male,23,England,White Collar,03.Apr.15,10249.56,1024.956
142,100000143,Luke,Ball,Male,45,England,Other,03.Apr.15,40379.31,4037.931
143,100000144,Sean,Bell,Male,26,England,White Collar,03.Apr.15,4539.24,453.924
144,100000145,Steven,Ball,Male,37,England,White Collar,04.Apr.15,89120.92,8912.092
145,100000146,Andrew,Gray,Male,41,England,White Collar,05.Apr.15,51707.8,5170.780000000001
146,100000147,Jacob,Metcalfe,Male,33,England,White Collar,05.Apr.15,4940.82,494.082
147,100000148,Madeleine,Ogden,Female,37,England,White Collar,05.Apr.15,48405.93,4840.593
148,100000149,Dylan,Davies,Male,33,England,White Collar,05.Apr.15,32467.1,3246.71
149,100000150,Michelle,Lee,Female,29,England,White Collar,05.Apr.15,4020.51,402.05100000000004
150,100000151,Connor,Grant,Male,33,England,White Collar,05.Apr.15,5160.27,516.027
151,100000152,Justin,Metcalfe,Male,32,England,White Collar,05.Apr.15,51576.88,5157.688
152,100000153,Elizabeth,Oliver,Female,36,England,White Collar,05.Apr.15,57019.91,5701.991000000001
153,100000154,Kevin,Powell,Male,46,England,White Collar,05.Apr.15,57365.32,5736.532
154,100000155,Tim,Arnold,Male,33,England,Blue Collar,05.Apr.15,1455.6,145.56
155,100000156,Charles,Roberts,Male,24,England,Other,05.Apr.15,36256.2,3625.62
156,100000157,Anthony,Cornish,Male,32,England,White Collar,05.Apr.15,24927.39,2492.739
157,100000158,Michael,Powell,Male,26,England,White Collar,05.Apr.15,1009.69,100.96900000000001
158,100000159,Lucas,Lawrence,Male,30,England,White Collar,05.Apr.15,21871.43,2187.143
159,100000160,Alexander,Walker,Male,38,England,White Collar,05.Apr.15,7602.94,760.294
160,100000161,Diana,Powell,Female,42,England,White Collar,05.Apr.15,2337.0,233.70000000000002
161,100000162,Emma,Peters,Female,36,England,Other,05.Apr.15,61541.83,6154.183000000001
162,100000163,Amanda,Morgan,Female,39,England,White Collar,05.Apr.15,4120.66,412.06600000000003
163,200000164,Claire,Walsh,Female,59,Scotland,Other,05.Apr.15,67524.87,6752.487
164,200000165,Paul,Harris,Male,52,Scotland,Blue Collar,05.Apr.15,4371.98,437.198
165,200000166,William,Mitchell,Male,51,Scotland,Blue Collar,05.Apr.15,10229.63,1022.963
166,300000167,Cameron,Ross,Male,24,Wales,Blue Collar,05.Apr.15,19064.65,1906.4650000000001
167,300000168,Pippa,Wilson,Female,30,Wales,White Collar,05.Apr.15,30846.82,3084.6820000000002
168,100000169,Blake,Mills,Male,39,England,Blue Collar,06.Apr.15,71396.66,7139.666000000001
169,100000170,Natalie,Morrison,Female,32,England,Other,06.Apr.15,3290.79,329.079
170,100000171,John,Hughes,Male,38,England,White Collar,06.Apr.15,13181.22,1318.122
171,100000172,Nicholas,Greene,Male,42,England,Blue Collar,06.Apr.15,62923.29,6292.329000000001
172,100000173,Hannah,Thomson,Female,26,England,White Collar,06.Apr.15,93353.93,9335.393
173,100000174,Penelope,Glover,Female,31,England,White Collar,06.Apr.15,46078.71,4607.871
174,100000175,Max,Stewart,Male,31,England,White Collar,06.Apr.15,15986.62,1598.6620000000003
175,100000176,Wendy,Gill,Female,25,England,White Collar,06.Apr.15,27384.85,2738.485
176,100000177,Thomas,Bailey,Male,35,England,White Collar,06.Apr.15,70349.32,7034.932000000001
177,100000178,Dan,Piper,Male,33,England,Blue Collar,06.Apr.15,60748.04,6074.804
178,100000179,Dan,Metcalfe,Male,24,England,Blue Collar,06.Apr.15,52862.29,5286.229
179,400000180,Eric,Bower,Male,29,Northern Ireland,Blue Collar,06.Apr.15,20516.51,2051.651
180,100000181,Mary,Watson,Female,32,England,White Collar,07.Apr.15,99806.54,9980.654
181,100000182,Austin,Ball,Male,36,England,White Collar,07.Apr.15,21236.23,2123.623
182,100000183,Christian,Piper,Male,31,England,White Collar,07.Apr.15,115312.87,11531.287
183,100000184,Peter,McGrath,Male,33,England,Other,07.Apr.15,80564.87,8056.487
184,100000185,Cameron,Short,Male,40,England,Other,07.Apr.15,21351.4,2135.1400000000003
185,200000186,Sue,Ellison,Female,51,Scotland,Other,07.Apr.15,58953.83,5895.383000000001
186,100000187,Emma,Parr,Female,46,England,White Collar,08.Apr.15,40685.39,4068.539
187,100000188,Pippa,Mathis,Female,29,England,White Collar,08.Apr.15,22659.88,2265.9880000000003
188,100000189,Wendy,Morrison,Female,40,England,White Collar,08.Apr.15,9431.04,943.1040000000002
189,100000190,Vanessa,Avery,Female,25,England,Other,08.Apr.15,58714.66,5871.466
190,200000191,Jason,Fisher,Male,51,Scotland,Blue Collar,08.Apr.15,1239.6,123.96
191,100000192,Oliver,Blake,Male,39,England,White Collar,09.Apr.15,48396.17,4839.617
192,100000193,Jane,Wright,Female,44,England,Other,10.Apr.15,12283.3,1228.33
193,100000194,James,McGrath,Male,40,England,White Collar,10.Apr.15,29331.41,2933.141
194,100000195,Amanda,Young,Female,35,England,White Collar,10.Apr.15,16390.11,1639.0110000000002
195,100000196,Jennifer,Slater,Female,32,England,White Collar,10.Apr.15,87203.66,8720.366
196,100000197,Blake,Ross,Male,38,England,Blue Collar,11.Apr.15,3141.6,314.16
197,100000198,Tim,North,Male,29,England,White Collar,11.Apr.15,2299.26,229.92600000000004
198,100000199,Jasmine,Terry,Female,31,England,Blue Collar,11.Apr.15,44162.06,4416.206
199,100000200,Karen,Mackenzie,Female,47,England,White Collar,11.Apr.15,90868.86,9086.886
200,100000201,Oliver,Dickens,Male,34,England,Other,12.Apr.15,37985.15,3798.5150000000003
201,100000202,Fiona,Underwood,Female,37,England,White Collar,12.Apr.15,54630.38,5463.0380000000005
202,100000203,Yvonne,Arnold,Female,40,England,White Collar,12.Apr.15,60648.52,6064.852
203,100000204,Fiona,Vance,Female,26,England,White Collar,12.Apr.15,18894.19,1889.4189999999999
204,100000205,Anna,Lee,Female,25,England,Blue Collar,12.Apr.15,79603.36,7960.336
205,100000206,Wanda,Short,Female,36,England,White Collar,12.Apr.15,109026.81,10902.681
206,100000207,Blake,Berry,Male,41,England,White Collar,12.Apr.15,73998.37,7399.8369999999995
207,100000208,Phil,Lewis,Male,39,England,White Collar,12.Apr.15,3734.24,373.424
208,100000209,Christian,Sharp,Male,39,England,Blue Collar,12.Apr.15,23322.33,2332.233
209,200000210,Blake,Rutherford,Male,44,Scotland,Blue Collar,12.Apr.15,64482.16,6448.216
210,100000211,Robert,Wright,Male,39,England,White Collar,13.Apr.15,52505.16,5250.5160000000005
211,100000212,Eric,North,Male,34,England,White Collar,13.Apr.15,16569.82,1656.982
212,100000213,Tracey,Grant,Female,29,England,Blue Collar,13.Apr.15,21065.22,2106.5220000000004
213,100000214,Faith,McDonald,Female,21,England,Other,13.Apr.15,13487.9,1348.79
214,100000215,Alan,Murray,Male,39,England,Blue Collar,13.Apr.15,34338.84,3433.884
215,100000216,Nathan,Turner,Male,38,England,White Collar,13.Apr.15,48146.54,4814.654
216,100000217,Carolyn,Hart,Female,28,England,White Collar,13.Apr.15,27008.87,2700.887
217,100000218,Theresa,Grant,Female,29,England,White Collar,14.Apr.15,29907.72,2990.7720000000004
218,100000219,Alexander,Ince,Male,25,England,White Collar,14.Apr.15,31660.86,3166.0860000000002
219,100000220,Maria,Simpson,Female,38,England,Other,14.Apr.15,33509.17,3350.917
220,100000221,Sally,Arnold,Female,45,England,Blue Collar,14.Apr.15,2575.63,257.56300000000005
221,100000222,Jessica,Morrison,Female,33,England,White Collar,14.Apr.15,4072.58,407.25800000000004
222,100000223,Lucas,Langdon,Male,32,England,White Collar,14.Apr.15,15375.41,1537.5410000000002
223,100000224,Christian,Baker,Male,43,England,White Collar,14.Apr.15,18103.72,1810.3720000000003
224,100000225,Piers,White,Male,31,England,White Collar,14.Apr.15,63230.57,6323.057000000001
225,100000226,Gordon,Fraser,Male,40,England,White Collar,14.Apr.15,9875.43,987.5430000000001
226,100000227,Connor,Gill,Male,29,England,Other,15.Apr.15,106172.13,10617.213000000002
227,100000228,Virginia,Howard,Female,37,England,White Collar,15.Apr.15,4611.5,461.15000000000003
228,100000229,Yvonne,Johnston,Female,36,England,White Collar,15.Apr.15,42635.27,4263.527
229,100000230,Dan,Terry,Male,42,England,White Collar,15.Apr.15,51923.76,5192.376
230,100000231,Audrey,McGrath,Female,45,England,White Collar,15.Apr.15,39249.25,3924.925
231,100000232,Trevor,King,Male,41,England,Blue Collar,15.Apr.15,57762.79,5776.279
232,100000233,Stewart,Pullman,Male,42,England,White Collar,16.Apr.15,63869.71,6386.9710000000005
233,100000234,Brian,Mackay,Male,42,England,White Collar,16.Apr.15,10199.66,1019.966
234,100000235,Jessica,James,Female,40,England,White Collar,16.Apr.15,47518.92,4751.892
235,100000236,Carol,Blake,Female,43,England,White Collar,16.Apr.15,25542.15,2554.215
236,100000237,Alison,Hudson,Female,43,England,White Collar,16.Apr.15,23887.45,2388.7450000000003
237,300000238,Dorothy,Miller,Female,27,Wales,Other,16.Apr.15,39264.03,3926.4030000000002
238,100000239,Natalie,Welch,Female,35,England,White Collar,17.Apr.15,11880.47,1188.047
239,100000240,John,Baker,Male,32,England,White Collar,17.Apr.15,50658.95,5065.895
240,100000241,Oliver,Powell,Male,43,England,White Collar,17.Apr.15,14946.79,1494.679
241,100000242,Amanda,Rees,Female,34,England,Blue Collar,17.Apr.15,57148.41,5714.841
242,100000243,Paul,Davies,Male,47,England,Blue Collar,17.Apr.15,116144.95,11614.495
243,100000244,Brian,Short,Male,39,England,White Collar,17.Apr.15,45135.16,4513.5160000000005
244,100000245,Matt,Graham,Male,31,England,White Collar,17.Apr.15,9867.56,986.756
245,100000246,Justin,Paterson,Male,30,England,White Collar,17.Apr.15,4442.71,444.271
246,100000247,Claire,Dickens,Female,33,England,White Collar,17.Apr.15,14380.27,1438.027
247,100000248,James,Miller,Male,37,England,White Collar,17.Apr.15,4263.53,426.353
248,100000249,Brandon,Bower,Male,43,England,White Collar,17.Apr.15,32667.33,3266.733
249,100000250,Amelia,Mathis,Female,30,England,Blue Collar,17.Apr.15,13407.54,1340.7540000000001
250,100000251,Fiona,Jones,Female,33,England,White Collar,17.Apr.15,57127.03,5712.703
251,100000252,Nicholas,Lyman,Male,30,England,White Collar,17.Apr.15,74588.31,7458.831
252,100000253,Lauren,Ball,Female,29,England,White Collar,17.Apr.15,41237.66,4123.7660000000005
253,100000254,Stewart,Rees,Male,34,England,White Collar,17.Apr.15,20276.52,2027.652
254,100000255,Diane,Henderson,Female,36,England,Blue Collar,17.Apr.15,20379.0,2037.9
255,200000256,Julian,Peake,Male,46,Scotland,Blue Collar,17.Apr.15,29487.25,2948.7250000000004
256,200000257,Justin,Underwood,Male,36,Scotland,Blue Collar,17.Apr.15,79483.58,7948.358
257,200000258,Owen,McGrath,Male,54,Scotland,Other,17.Apr.15,2112.92,211.29200000000003
258,200000259,Alison,Taylor,Female,50,Scotland,Other,17.Apr.15,18160.49,1816.0490000000002
259,200000260,Harry,Walsh,Male,45,Scotland,Blue Collar,17.Apr.15,26059.74,2605.974
260,200000261,Nathan,Howard,Male,47,Scotland,Blue Collar,17.Apr.15,19177.31,1917.7310000000002
261,200000262,Zoe,Clarkson,Female,59,Scotland,Other,17.Apr.15,23550.89,2355.089
262,200000263,Gabrielle,Marshall,Female,41,Scotland,Other,17.Apr.15,87758.52,8775.852
263,200000264,Lily,Davies,Female,48,Scotland,Other,17.Apr.15,10577.52,1057.7520000000002
264,200000265,Tim,Sanderson,Male,52,Scotland,Blue Collar,17.Apr.15,45213.63,4521.363
265,200000266,Karen,Oliver,Female,28,Scotland,Other,17.Apr.15,13162.58,1316.258
266,200000267,Luke,MacLeod,Male,55,Scotland,Other,17.Apr.15,36993.45,3699.345
267,300000268,James,Oliver,Male,28,Wales,Blue Collar,17.Apr.15,67180.28,6718.028
268,300000269,Gabrielle,Powell,Female,42,Wales,Other,17.Apr.15,44094.63,4409.463
269,300000270,Heather,Black,Female,63,Wales,Other,17.Apr.15,27020.99,2702.099
270,300000271,Carl,Abraham,Male,30,Wales,White Collar,17.Apr.15,28912.8,2891.28
271,400000272,Rose,Blake,Female,25,Northern Ireland,White Collar,17.Apr.15,48997.63,4899.763
272,100000273,Jake,Skinner,Male,41,England,White Collar,18.Apr.15,41250.67,4125.067
273,100000274,Rose,Russell,Female,34,England,Other,18.Apr.15,111818.28,11181.828000000001
274,100000275,Victor,Avery,Male,42,England,White Collar,19.Apr.15,10114.95,1011.4950000000001
275,100000276,Brandon,Miller,Male,30,England,Blue Collar,19.Apr.15,14034.12,1403.4120000000003
276,100000277,Maria,Arnold,Female,37,England,White Collar,19.Apr.15,57574.38,5757.438
277,100000278,Irene,Vaughan,Female,30,England,Blue Collar,19.Apr.15,71596.18,7159.6179999999995
278,100000279,Blake,Alsop,Male,42,England,White Collar,19.Apr.15,32187.62,3218.762
279,100000280,Stephanie,Ogden,Female,31,England,Other,19.Apr.15,717.13,71.71300000000001
280,100000281,Sam,Parsons,Male,37,England,Blue Collar,19.Apr.15,103875.81,10387.581
281,100000282,Theresa,Marshall,Female,29,England,White Collar,20.Apr.15,70403.65,7040.365
282,100000283,Stephanie,Smith,Female,34,England,White Collar,20.Apr.15,12559.26,1255.9260000000002
283,100000284,Lily,Hughes,Female,30,England,White Collar,20.Apr.15,7136.47,713.647
284,100000285,Matt,Black,Male,34,England,White Collar,21.Apr.15,51792.13,5179.213
285,100000286,Ruth,Lambert,Female,31,England,Other,21.Apr.15,96203.49,9620.349
286,100000287,Peter,Lyman,Male,41,England,White Collar,21.Apr.15,64731.46,6473.146000000001
287,100000288,Liam,King,Male,37,England,White Collar,21.Apr.15,37857.0,3785.7000000000003
288,100000289,Olivia,Peake,Female,32,England,White Collar,22.Apr.15,51470.09,5147.009
289,100000290,Joe,May,Male,40,England,White Collar,22.Apr.15,70357.61,7035.761
290,100000291,Wanda,Quinn,Female,21,England,White Collar,22.Apr.15,5470.79,547.0790000000001
291,100000292,Karen,Glover,Female,40,England,White Collar,22.Apr.15,25248.37,2524.837
292,100000293,Nathan,Bond,Male,45,England,Other,22.Apr.15,65116.98,6511.698
293,100000294,Brandon,Morgan,Male,27,England,Other,22.Apr.15,23668.42,2366.842
294,200000295,Tim,Thomson,Male,45,Scotland,Blue Collar,22.Apr.15,16423.75,1642.375
